"Activity" "Measurement" "Mean Value"
"STANDING" "fBodyAcc_std_Z" -0.935439598488982
"STANDING" "fBodyAccJerk_mean_X" -0.980008693961175
"STANDING" "fBodyAccJerk_mean_Y" -0.96454742224554
"STANDING" "fBodyAccJerk_mean_Z" -0.976157838746065
"STANDING" "fBodyAccJerk_meanFreq_X" 0.202899961364448
"STANDING" "fBodyAccJerk_meanFreq_Y" -0.131892581837775
"STANDING" "fBodyAccJerk_meanFreq_Z" 0.00670022889249738
"STANDING" "fBodyAccJerk_std_X" -0.981826075755509
"STANDING" "fBodyAccJerk_std_Y" -0.966831630482686
"STANDING" "fBodyAccJerk_std_Z" -0.981509250650577
"STANDING" "fBodyAccMag_mean" -0.955868098520462
"STANDING" "fBodyAccMag_meanFreq" 0.0484947368601238
"STANDING" "fBodyAccMag_std" -0.949601613473977
"STANDING" "fBodyBodyAccJerkMag_mean" -0.971090423866737
"STANDING" "fBodyBodyAccJerkMag_std" -0.970947966726128
"STANDING" "fBodyBodyGyroJerkMag_mean" -0.974885979685205
"STANDING" "fBodyBodyGyroJerkMag_meanFreq" 0.0848650395195068
"STANDING" "fBodyBodyGyroJerkMag_std" -0.973461064197272
"STANDING" "fBodyBodyGyroMag_mean" -0.94790849906086
"STANDING" "fBodyBodyGyroMag_std" -0.93063670339979
"STANDING" "fBodyGyro_mean_X" -0.943654258352571
"STANDING" "fBodyGyro_mean_Y" -0.965302753756558
"STANDING" "fBodyGyro_mean_Z" -0.958384988536201
"STANDING" "fBodyGyro_meanFreq_X" -0.227494715950519
"STANDING" "fBodyGyro_meanFreq_Y" -0.216012369878284
"STANDING" "fBodyGyro_meanFreq_Z" -0.0914293859460278
"STANDING" "fBodyGyro_std_X" -0.946971557429171
"STANDING" "fBodyGyro_std_Y" -0.959498600608604
"STANDING" "fBodyGyro_std_Z" -0.960689223903463
"STANDING" "tBodyAcc_mean_X" 0.279153494050367
"STANDING" "tBodyAcc_mean_Y" -0.016151886473745
"STANDING" "tBodyAcc_mean_Z" -0.106586908690788
"STANDING" "tBodyAcc_std_X" -0.98443471156873
"STANDING" "tBodyAcc_std_Y" -0.932508714024134
"STANDING" "tBodyAcc_std_Z" -0.939913504673138
"STANDING" "tBodyAccJerk_mean_X" 0.0750279173525708
"STANDING" "tBodyAccJerk_mean_Y" 0.00880525863452886
"STANDING" "tBodyAccJerk_mean_Z" -0.00458206132902833
"STANDING" "tBodyAccJerk_std_X" -0.97996855569255
"STANDING" "tBodyAccJerk_std_Y" -0.964342752203568
"STANDING" "tBodyAccJerk_std_Z" -0.979485931469045
"STANDING" "tBodyAccJerkMag_mean" -0.97711802452256
"STANDING" "tBodyAccJerkMag_std" -0.971452977271773
"STANDING" "tBodyAccMag_mean" -0.954179661789087
"STANDING" "tBodyAccMag_std" -0.946534779481637
"STANDING" "tBodyGyro_mean_X" -0.0266871408413746
"STANDING" "tBodyGyro_mean_Y" -0.0677118654705719
"STANDING" "tBodyGyro_mean_Z" 0.0801422394994229
"STANDING" "tBodyGyro_std_X" -0.94552836296957
"STANDING" "tBodyGyro_std_Y" -0.961293278672613
"STANDING" "tBodyGyro_std_Z" -0.957053051274921
"STANDING" "tBodyGyroJerk_mean_X" -0.0997292806919727
"STANDING" "tBodyGyroJerk_mean_Y" -0.0423171100101784
"STANDING" "tBodyGyroJerk_mean_Z" -0.052095548445404
"STANDING" "tBodyGyroJerk_std_X" -0.966957942859391
"STANDING" "tBodyGyroJerk_std_Y" -0.980263299260231
"STANDING" "tBodyGyroJerk_std_Z" -0.977067117235047
"STANDING" "tBodyGyroJerkMag_mean" -0.978697092402938
"STANDING" "tBodyGyroJerkMag_std" -0.973528580524659
"STANDING" "tBodyGyroMag_mean" -0.942152523158447
"STANDING" "tBodyGyroMag_std" -0.929531182355719
"STANDING" "tGravityAcc_mean_X" 0.941479635262329
"STANDING" "tGravityAcc_mean_Y" -0.18424651390288
"STANDING" "tGravityAcc_mean_Z" -0.0140519613122015
"STANDING" "tGravityAcc_std_X" -0.988015176652676
"STANDING" "tGravityAcc_std_Y" -0.969351769994753
"STANDING" "tGravityAcc_std_Z" -0.953082525826338
"WALKING" "angle(tBodyAccJerkMean),gravityMean)" -0.00701054878880372
"WALKING" "angle(tBodyGyroJerkMean,gravityMean)" -0.0194431027653136
"WALKING" "angle(tBodyGyroMean,gravityMean)" 0.0113324287049361
"WALKING" "angle(X,gravityMean)" -0.761886223623693
"WALKING" "angle(Y,gravityMean)" 0.218599343426249
"WALKING" "angle(Z,gravityMean)" 0.0597706423540058
"WALKING" "fBodyAcc_mean_X" -0.297890931822619
"WALKING" "fBodyAcc_mean_Y" -0.0423392245272938
"WALKING" "fBodyAcc_mean_Z" -0.341840674953966
"WALKING" "fBodyAcc_std_X" -0.322835798362427
"WALKING" "fBodyAcc_std_Y" -0.0772063416317422
"WALKING" "fBodyAcc_std_Z" -0.296078309260848
"WALKING" "fBodyAccJerk_mean_X" -0.31112743843018
"WALKING" "fBodyAccJerk_mean_Y" -0.170395065771795
"WALKING" "fBodyAccJerk_mean_Z" -0.451010514389593
"WALKING" "fBodyAccJerk_meanFreq_X" -0.258388290587468
"WALKING" "fBodyAccJerk_meanFreq_Y" -0.354659109992689
"WALKING" "fBodyAccJerk_meanFreq_Z" -0.24068649680518
"WALKING" "fBodyAccJerk_std_X" -0.287897688500499
"WALKING" "fBodyAccJerk_std_Y" -0.0908699078702335
"WALKING" "fBodyAccJerk_std_Z" -0.506329080412654
"WALKING" "fBodyAccMag_mean" -0.275558097404657
"WALKING" "fBodyAccMag_meanFreq" 0.184417205519328
"WALKING" "fBodyAccMag_std" -0.480002278144599
"WALKING" "fBodyBodyAccJerkMag_mean" -0.214653971925401
"WALKING" "fBodyBodyAccJerkMag_std" -0.221617770280105
"WALKING" "fBodyBodyGyroJerkMag_mean" -0.515516844208937
"WALKING" "fBodyBodyGyroJerkMag_meanFreq" 0.130805801208583
"WALKING" "fBodyBodyGyroJerkMag_std" -0.514404823691173
"WALKING" "fBodyBodyGyroMag_mean" -0.409173038476359
"WALKING" "fBodyBodyGyroMag_std" -0.47383309359518
"WALKING" "fBodyGyro_mean_X" -0.348237370890012
"WALKING" "fBodyGyro_mean_Y" -0.388384886139303
"WALKING" "fBodyGyro_mean_Z" -0.310406242610407
"WALKING" "fBodyGyro_meanFreq_X" -0.0677418230563182
"WALKING" "fBodyGyro_meanFreq_Y" -0.0984530711444367
"WALKING" "fBodyGyro_meanFreq_Z" -0.0721787297258188
"WALKING" "fBodyGyro_std_X" -0.510431986710081
"WALKING" "fBodyGyro_std_Y" -0.331961524686347
"WALKING" "fBodyGyro_std_Z" -0.410569112536585
"WALKING" "tBodyAcc_mean_X" 0.276336875325203
"WALKING" "tBodyAcc_mean_Y" -0.0179068331339779
"WALKING" "tBodyAcc_mean_Z" -0.108881687638618
"WALKING" "tBodyAcc_std_X" -0.314644454310285
"WALKING" "tBodyAcc_std_Y" -0.0235829464260859
"WALKING" "tBodyAcc_std_Z" -0.2739207990668
"WALKING" "tBodyAccJerk_mean_X" 0.0767187377408595
"WALKING" "tBodyAccJerk_mean_Y" 0.0115061924659823
"WALKING" "tBodyAccJerk_mean_Z" -0.00231938614930952
"WALKING" "tBodyAccJerk_std_X" -0.267288163330981
"WALKING" "tBodyAccJerk_std_Y" -0.103141139217389
"WALKING" "tBodyAccJerk_std_Z" -0.479147120981986
"WALKING" "tBodyAccJerkMag_mean" -0.241451989838379
"WALKING" "tBodyAccJerkMag_std" -0.214555894362491
"WALKING" "tBodyAccMag_mean" -0.167937853979757
"WALKING" "tBodyAccMag_std" -0.33775398556687
"WALKING" "tBodyGyro_mean_X" -0.0347275766522822
"WALKING" "tBodyGyro_mean_Y" -0.0694200436104837
"WALKING" "tBodyGyro_mean_Z" 0.0863626487285566
"WALKING" "tBodyGyro_std_X" -0.469914839340418
"WALKING" "tBodyGyro_std_Y" -0.347921806314175
"WALKING" "tBodyGyro_std_Z" -0.338448612532172
"WALKING" "tBodyGyroJerk_mean_X" -0.0943007119992102
"WALKING" "tBodyGyroJerk_mean_Y" -0.0445701108594715
"WALKING" "tBodyGyroJerk_mean_Z" -0.0540064674427816
"WALKING" "tBodyGyroJerk_std_X" -0.37622140274036
"WALKING" "tBodyGyroJerk_std_Y" -0.512619067859872
"WALKING" "tBodyGyroJerk_std_Z" -0.447427245411672
"WALKING" "tBodyGyroJerkMag_mean" -0.460511516745528
"WALKING" "tBodyGyroJerkMag_std" -0.498841024689745
"WALKING" "tBodyGyroMag_mean" -0.274866019270244
"WALKING" "tBodyGyroMag_std" -0.382629015979094
"WALKING" "tGravityAcc_mean_X" 0.93499157825784
"WALKING" "tGravityAcc_mean_Y" -0.196713497359117
"WALKING" "tGravityAcc_mean_Z" -0.0538251249015482
"WALKING" "tGravityAcc_std_X" -0.977612074494773
"WALKING" "tGravityAcc_std_Y" -0.966903875917538
"WALKING" "tGravityAcc_std_Z" -0.954597565156794
"WALKING_DOWNSTAIRS" "angle(tBodyAccJerkMean),gravityMean)" -0.0186645627655477
"WALKING_DOWNSTAIRS" "angle(tBodyGyroJerkMean,gravityMean)" -0.076029477055761
"WALKING_DOWNSTAIRS" "angle(tBodyGyroMean,gravityMean)" 0.203588127303236
"WALKING_DOWNSTAIRS" "angle(X,gravityMean)" -0.780873119110953
"WALKING_DOWNSTAIRS" "angle(Y,gravityMean)" 0.20018859414111
"WALKING_DOWNSTAIRS" "angle(Z,gravityMean)" 0.0558659310482383
"WALKING_DOWNSTAIRS" "fBodyAcc_mean_X" 0.035259668648926
"WALKING_DOWNSTAIRS" "fBodyAcc_mean_Y" 0.0566826541965861
"WALKING_DOWNSTAIRS" "fBodyAcc_mean_Z" -0.21372923278293
"WALKING_DOWNSTAIRS" "fBodyAcc_std_X" 0.121937984843535
"WALKING_DOWNSTAIRS" "fBodyAcc_std_Y" -0.0082336714233357
"WALKING_DOWNSTAIRS" "fBodyAcc_std_Z" -0.245872896782916
"WALKING_DOWNSTAIRS" "fBodyAccJerk_mean_X" -0.0722967761178656
"WALKING_DOWNSTAIRS" "fBodyAccJerk_mean_Y" -0.116380593184566
"WALKING_DOWNSTAIRS" "fBodyAccJerk_mean_Z" -0.333190280461238
"WALKING_DOWNSTAIRS" "fBodyAccJerk_meanFreq_X" -0.314941325453129
"WALKING_DOWNSTAIRS" "fBodyAccJerk_meanFreq_Y" -0.386044309466579
"WALKING_DOWNSTAIRS" "fBodyAccJerk_meanFreq_Z" -0.23740280265473
"WALKING_DOWNSTAIRS" "fBodyAccJerk_std_X" -0.0821905158144886
"WALKING_DOWNSTAIRS" "fBodyAccJerk_std_Y" -0.091416460479564
"WALKING_DOWNSTAIRS" "fBodyAccJerk_std_Z" -0.443554664639787
"WALKING_DOWNSTAIRS" "fBodyAccMag_mean" 0.142849426284481
"WALKING_DOWNSTAIRS" "fBodyAccMag_meanFreq" 0.0250364653867319
"WALKING_DOWNSTAIRS" "fBodyAccMag_std" -0.0754251669550853
"WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag_mean" 0.00476245916278094
"WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag_std" -0.0422714225290824
"WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag_mean" -0.438007290282333
"WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag_meanFreq" 0.0957588246085356
"WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag_std" -0.486442976081671
"WALKING_DOWNSTAIRS" "fBodyBodyGyroMag_mean" -0.289525832505356
"WALKING_DOWNSTAIRS" "fBodyBodyGyroMag_std" -0.361230992213905
"WALKING_DOWNSTAIRS" "fBodyGyro_mean_X" -0.217922875601003
"WALKING_DOWNSTAIRS" "fBodyGyro_mean_Y" -0.317592694113158
"WALKING_DOWNSTAIRS" "fBodyGyro_mean_Z" -0.16562514453862
"WALKING_DOWNSTAIRS" "fBodyGyro_meanFreq_X" -0.170016349676807
"WALKING_DOWNSTAIRS" "fBodyGyro_meanFreq_Y" -0.0440853930714011
"WALKING_DOWNSTAIRS" "fBodyGyro_meanFreq_Z" -0.0187917610518457
"WALKING_DOWNSTAIRS" "fBodyGyro_std_X" -0.375127467913848
"WALKING_DOWNSTAIRS" "fBodyGyro_std_Y" -0.36185368284522
"WALKING_DOWNSTAIRS" "fBodyGyro_std_Z" -0.38040999928478
"WALKING_DOWNSTAIRS" "tBodyAcc_mean_X" 0.288137227760313
"WALKING_DOWNSTAIRS" "tBodyAcc_mean_Y" -0.0163119254923574
"WALKING_DOWNSTAIRS" "tBodyAcc_mean_Z" -0.105761624860013
"WALKING_DOWNSTAIRS" "tBodyAcc_std_X" 0.100766330932127
"WALKING_DOWNSTAIRS" "tBodyAcc_std_Y" 0.0595486228783642
"WALKING_DOWNSTAIRS" "tBodyAcc_std_Z" -0.190804507442162
"WALKING_DOWNSTAIRS" "tBodyAccJerk_mean_X" 0.0892266917679481
"WALKING_DOWNSTAIRS" "tBodyAccJerk_mean_Y" 0.000746749097403983
"WALKING_DOWNSTAIRS" "tBodyAccJerk_mean_Z" -0.00872860399406828
"WALKING_DOWNSTAIRS" "tBodyAccJerk_std_X" -0.0338826468930654
"WALKING_DOWNSTAIRS" "tBodyAccJerk_std_Y" -0.0736744063550434
"WALKING_DOWNSTAIRS" "tBodyAccJerk_std_Z" -0.388666069444772
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag_mean" -0.111801821250135
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag_std" -0.011220665881458
"WALKING_DOWNSTAIRS" "tBodyAccMag_mean" 0.101249699851558
"WALKING_DOWNSTAIRS" "tBodyAccMag_std" 0.116488914352198
"WALKING_DOWNSTAIRS" "tBodyGyro_mean_X" -0.0840345434632895
"WALKING_DOWNSTAIRS" "tBodyGyro_mean_Y" -0.0529928638977233
"WALKING_DOWNSTAIRS" "tBodyGyro_mean_Z" 0.0946781961059175
"WALKING_DOWNSTAIRS" "tBodyGyro_std_X" -0.333817475057255
"WALKING_DOWNSTAIRS" "tBodyGyro_std_Y" -0.339631376954339
"WALKING_DOWNSTAIRS" "tBodyGyro_std_Z" -0.272809910672304
"WALKING_DOWNSTAIRS" "tBodyGyroJerk_mean_X" -0.0728532273938407
"WALKING_DOWNSTAIRS" "tBodyGyroJerk_mean_Y" -0.051263979292845
"WALKING_DOWNSTAIRS" "tBodyGyroJerk_mean_Z" -0.0546961525371337
"WALKING_DOWNSTAIRS" "tBodyGyroJerk_std_X" -0.38268977198606
"WALKING_DOWNSTAIRS" "tBodyGyroJerk_std_Y" -0.465943810555121
"WALKING_DOWNSTAIRS" "tBodyGyroJerk_std_Z" -0.326455992480064
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean" -0.416891551237909
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_std" -0.440929331631124
"WALKING_DOWNSTAIRS" "tBodyGyroMag_mean" -0.129785639782795
"WALKING_DOWNSTAIRS" "tBodyGyroMag_std" -0.251427800988919
"WALKING_DOWNSTAIRS" "tGravityAcc_mean_X" 0.926457404928876
"WALKING_DOWNSTAIRS" "tGravityAcc_mean_Y" -0.168507222023357
"WALKING_DOWNSTAIRS" "tGravityAcc_mean_Z" -0.0479709004743904
"WALKING_DOWNSTAIRS" "tGravityAcc_std_X" -0.949748838733997
"WALKING_DOWNSTAIRS" "tGravityAcc_std_Y" -0.934266078534851
"WALKING_DOWNSTAIRS" "tGravityAcc_std_Z" -0.912460554516358
"WALKING_UPSTAIRS" "angle(tBodyAccJerkMean),gravityMean)" 0.00665151216763601
"WALKING_UPSTAIRS" "angle(tBodyGyroJerkMean,gravityMean)" 0.0364320224572863
"WALKING_UPSTAIRS" "angle(tBodyGyroMean,gravityMean)" -0.129903187672927
"WALKING_UPSTAIRS" "angle(X,gravityMean)" -0.637980142221503
"WALKING_UPSTAIRS" "angle(Y,gravityMean)" 0.278641944978951
"WALKING_UPSTAIRS" "angle(Z,gravityMean)" 0.122793802216652
"WALKING_UPSTAIRS" "fBodyAcc_mean_X" -0.293406752279022
"WALKING_UPSTAIRS" "fBodyAcc_mean_Y" -0.134950514403271
"WALKING_UPSTAIRS" "fBodyAcc_mean_Z" -0.368122061042293
"WALKING_UPSTAIRS" "fBodyAcc_std_X" -0.218887990072578
"WALKING_UPSTAIRS" "fBodyAcc_std_Y" -0.0218110366534067
"WALKING_UPSTAIRS" "fBodyAcc_std_Z" -0.146601790497137
"WALKING_UPSTAIRS" "fBodyAccJerk_mean_X" -0.389896773119819
"WALKING_UPSTAIRS" "fBodyAccJerk_mean_Y" -0.364666839787014
"WALKING_UPSTAIRS" "fBodyAccJerk_mean_Z" -0.591670061637306
"WALKING_UPSTAIRS" "fBodyAccJerk_meanFreq_X" -0.339080440587254
"WALKING_UPSTAIRS" "fBodyAccJerk_meanFreq_Y" -0.452501330578951
"WALKING_UPSTAIRS" "fBodyAccJerk_meanFreq_Z" -0.44116273987351
"WALKING_UPSTAIRS" "fBodyAccJerk_std_X" -0.388992761276127
"WALKING_UPSTAIRS" "fBodyAccJerk_std_Y" -0.357632925658886
"WALKING_UPSTAIRS" "fBodyAccJerk_std_Z" -0.661590843134715
"WALKING_UPSTAIRS" "fBodyAccMag_mean" -0.26202811322658
"WALKING_UPSTAIRS" "fBodyAccMag_meanFreq" -0.0532170060678109
"WALKING_UPSTAIRS" "fBodyAccMag_std" -0.361753456901554
